Region,Division,District,SchoolID,School.Name,Street.Address,Province,Municipality,Legislative.District,Barangay
Region V,Albay,Libon West,111789,Bulusan Elementary School,"ZONE 2, Bulusan, Libon, Albay",ALBAY,LIBON,3rd District,BULUSAN
Region V,Albay,Libon West,111791,Caguscos Elementary School,"Caguscos, Libon, Albay",ALBAY,LIBON,3rd District,CAGUSCOS
Region V,Albay,Libon West,111793,Harigue Elementary School,Zone 2 Purok Rose Harigue Libon Albay,ALBAY,LIBON,3rd District,HARIGUE
Region V,Albay,Libon West,111794,J. Cortes Elementary School,"ZONE 3 PUROK BAYANIHAN, NOGPO, LIBON, ALBAY",ALBAY,LIBON,3rd District,NOGPO
Region V,Albay,Libon West,111795,Libtong Elementary School,"LIBTONG, LIBON, ALBAY",ALBAY,LIBON,3rd District,LIBTONG
Region V,Albay,Libon West,111796,Macabugos Elementary School,"MACABUGOS, LIBON, ALBAY",ALBAY,LIBON,3rd District,MACABUGOS
Region V,Albay,Libon West,111797,Molosbolos Elementary School,"MOLOSBOLOS, LIBON, ALBAY",ALBAY,LIBON,3rd District,MOLOSBOLOS
Region V,Albay,Libon West,111798,Pantao Elementary School,"PUROK LAPU-LAPU, PANTAO, LIBON, ALBAY",ALBAY,LIBON,3rd District,PANTAO
Region V,Albay,Libon West,111799,Pinagbadilan Elementary School,"SITIO PINAGBADILAN, BUGA, LIBON, ALBAY",ALBAY,LIBON,3rd District,BUGA
Region V,Albay,Libon West,111800,Pintason Elementary School,"SITIO PINTASON, PANTAO, LIBON, ALBAY",ALBAY,LIBON,3rd District,PANTAO
Region V,Albay,Libon West,111801,Rawis Elementary School,"Purok Mangga, RAWIS, LIBON, ALBAY",ALBAY,LIBON,3rd District,RAWIS
Region V,Albay,Libon West,111802,Sagrada Familia Elementary School,"Zone 2, Sagrada Familia, Libon, Albay",ALBAY,LIBON,3rd District,SAGRADA FAMILIA
Region V,Albay,Libon West,111803,San Jose Elementary School,"PUROK AVOCADO, SAN JOSE, LIBON, ALBAY",ALBAY,LIBON,3rd District,SAN JOSE
Region V,Albay,Libon West,111805,Tagbac Elementary School,"SITIO TAGBAC, MACABUGOS, LIBON, ALBAY",ALBAY,LIBON,3rd District,MACABUGOS
Region V,Albay,Libon West,111806,Talin-Talin Elementary School,"Purok Mangga, Talin-Talin, Libon,Albay",ALBAY,LIBON,3rd District,TALIN-TALIN
Region V,Albay,Libon West,111807,Tambo Elementary School,"Zone 2, Tambo, Libon, Albay",ALBAY,LIBON,3rd District,TAMBO
Region V,Albay,Libon West,111808,Villa Petrona Elementary School,"Zone 4, Villa Petrona, Libon, Albay",ALBAY,LIBON,3rd District,VILLA PETRONA
Region V,Albay,Libon West,137321,Cabugao Elementary School,"Sitio Cabugao, Pantao, Libon",ALBAY,LIBON,3rd District,PANTAO
Region V,Albay,Libon West,301834,Bonbon National High School,"Purok Narra, Bonbon, Libon, Albay",ALBAY,LIBON,3rd District,BONBON
Region V,Albay,Libon West,301835,Buga National High School,#NAME?,ALBAY,LIBON,3rd District,BUGA
Region V,Albay,Libon West,301860,Pantao National High School,"Dalagang Bukid, Pantao, Libon, Albay",ALBAY,LIBON,3rd District,PANTAO
Region V,Albay,Libon West,301874,San Jose National High School,"Avocado Street, San Jose, Libon, Albay",ALBAY,LIBON,3rd District,SAN JOSE
Region V,Albay,Libon West,309504,Rawis High School,"Malunggay street, Rawis, Libon, Albay",ALBAY,LIBON,3rd District,RAWIS
Region V,Albay,Libon West,309514,Macabugos High School,#NAME?,ALBAY,LIBON,3rd District,MACABUGOS
Region V,Albay,Malilipot,111855,Binitayan Elementary School,Binitayan,ALBAY,MALILIPOT,1st District,BINITAYAN
Region V,Albay,Malilipot,111856,Calbayog Elementary School,"Calbayog, Malilipot, Albay",ALBAY,MALILIPOT,1st District,CALBAYOG
Region V,Albay,Malilipot,111857,Canaway Elementary School,"Purok 3, Canaway, Malilipot, Albay",ALBAY,MALILIPOT,1st District,CANAWAY
Region V,Albay,Malilipot,111858,Malilipot Central School,"Bonafe St., Barangay III, Malilipot, Albay",ALBAY,MALILIPOT,1st District,BARANGAY III (POB.)
Region V,Albay,Malilipot,111859,Salvacion Elementary School,#NAME?,ALBAY,MALILIPOT,1st District,SALVACION
Region V,Albay,Malilipot,111860,San Antonio Elementary School,#NAME?,ALBAY,MALILIPOT,1st District,SAN ANTONIO SULONG
Region V,Albay,Malilipot,111861,San Francisco Learning Center,"San Francisco, Malilipot, Albay",ALBAY,MALILIPOT,1st District,SAN FRANCISCO
Region V,Albay,Malilipot,111862,San Isidro East Elementary School,#NAME?,ALBAY,MALILIPOT,1st District,SAN ISIDRO ILAWOD
Region V,Albay,Malilipot,111863,San Isidro West Elementary School,San Isidro Iraya,ALBAY,MALILIPOT,1st District,SAN ISIDRO IRAYA
Region V,Albay,Malilipot,111864,San Jose Elementary School,"Purok 1, San Jose, Malilipot, Albay",ALBAY,MALILIPOT,1st District,SAN JOSE
Region V,Albay,Malilipot,111865,San Roque Elementary School,"Purok 2,San Roque,Malilipot, Albay",ALBAY,MALILIPOT,1st District,SAN ROQUE
Region V,Albay,Malilipot,111866,Sta. Cruz Elementary School,"Purok 1, Sta. Cruz, Malilipot, Albay",ALBAY,MALILIPOT,1st District,SANTA CRUZ
Region V,Albay,Malilipot,111867,Sta. Teresa Elementary School,"Sta. Teresa, Malilipot Albay",ALBAY,MALILIPOT,1st District,SANTA TERESA
Region V,Albay,Malilipot,172509,Basud Elementary School,Basud,ALBAY,MALILIPOT,1st District,BARANGAY IV (POB.)
Region V,Albay,Malilipot,301871,San Antonio National High School,"Santicon, San Antonio, Malilipot, Albay",ALBAY,MALILIPOT,1st District,SAN ANTONIO SANTICON (POB.)
Region V,Albay,Malilipot,301875,San Jose National High School,"Purok 2, San Jose, Malilipot, Albay",ALBAY,MALILIPOT,1st District,SAN JOSE
Region V,Albay,Malilipot,301876,San Isidro National High School,"San Isidro Iraya, Malilipot, Albay",ALBAY,MALILIPOT,1st District,SAN ISIDRO IRAYA
Region V,Albay,Malilipot,309505,San Francisco National High School,"Purok 1 San Francisco Malilipot, Albay",ALBAY,MALILIPOT,1st District,SAN FRANCISCO
Region V,Albay,Malilipot,309515,Malilipot National High School,"Real St.  Brgy. 4, Malilipot, Albay",ALBAY,MALILIPOT,1st District,BARANGAY IV (POB.)
Region V,Albay,Malinao,111868,Balading Elementary School,Purok 5,ALBAY,MALINAO,1st District,BALADING
Region V,Albay,Malinao,111869,Bariw Elementary School,"Bariw, Malinao, Albay",ALBAY,MALINAO,1st District,BARIW
Region V,Albay,Malinao,111870,Baybay Elementary School,n/a,ALBAY,MALINAO,1st District,BAYBAY
Region V,Albay,Malinao,111871,Bulang Elementary School,"Bulang ,Malinao,Albay",ALBAY,MALINAO,1st District,BULANG
Region V,Albay,Malinao,111872,Burabod Elementary School,"Purok 3, Burabod, Malinao, Albay",ALBAY,MALINAO,1st District,BURABOD
Region V,Albay,Malinao,111873,Comun Elementary School,"Comun,Malinao,Albay",ALBAY,MALINAO,1st District,COMUN
Region V,Albay,Malinao,111874,Estancia Elementary School,"Zone 2, Estancia, Malinao, Albay",ALBAY,MALINAO,1st District,ESTANCIA
Region V,Albay,Malinao,111875,Jonop Elementary School,PUROK 3,ALBAY,MALINAO,1st District,JONOP
Region V,Albay,Malinao,111876,Labnig Elementary School,"Purok 4,Labnig, Malinao, Albay",ALBAY,MALINAO,1st District,LABNIG
Region V,Albay,Malinao,111877,Malinao Central School,"Purok 2, Poblacion, Malinao, Albay",ALBAY,MALINAO,1st District,POBLACION
Region V,Albay,Malinao,111878,Balza Elementary School,"P-1,Balza,Malinao ,Albay",ALBAY,MALINAO,1st District,BALZA
Region V,Albay,Malinao,111879,Matalipni Elementary School,"Purok 1,Matalipni,Malinao,Albay",ALBAY,MALINAO,1st District,MATALIPNI
Region V,Albay,Malinao,111880,Ogob Elementary School,"Purok 5, Ogob, Malinao, Albay",ALBAY,MALINAO,1st District,OGOB
Region V,Albay,Malinao,111881,Quinarabasahan Elementary School,"Purok 4, Quinarabasahan, Malinao, Albay",ALBAY,MALINAO,1st District,QUINARABASAHAN
Region V,Albay,Malinao,111884,Tagoytoy Elementary School,#NAME?,ALBAY,MALINAO,1st District,TAGOYTOY
Region V,Albay,Malinao,111885,Tanawan Elementary School,"Zone 3, Tanawan, Malinao, Albay",ALBAY,MALINAO,1st District,TANAWAN
Region V,Albay,Malinao,111886,Tuliw Elementary School,p-3,ALBAY,MALINAO,1st District,TULIW
Region V,Albay,Malinao,172505,Sta. Elena Elementary School,"Purok 1, Sta Elena, Malinao, Albay",ALBAY,MALINAO,1st District,SANTA ELENA
Region V,Albay,Malinao,172510,Libod Elementary School,"Purok 5, Libod Malinao, Albay",ALBAY,MALINAO,1st District,LIBOD
Region V,Albay,Malinao,172511,Malolos Elementary School,"Purok 1,Malolos,Malinao,Albay",ALBAY,MALINAO,1st District,MALOLOS
Region V,Albay,Malinao,172515,Bagatangki Elementary School,"Bagatangki, Malinao, Albay",ALBAY,MALINAO,1st District,BAGATANGKI
Region V,Albay,Malinao,172516,Diaro Elementary School,"Purok 7, Diaro, Malinao, Albay",ALBAY,MALINAO,1st District,DIARO
Region V,Albay,Malinao,172521,Awang Elementary School,"Zone 1, Awang, Malinao, Albay",ALBAY,MALINAO,1st District,AWANG
Region V,Albay,Malinao,301810,Malinao National High School,Balza,ALBAY,MALINAO,1st District,BALZA
Region V,Albay,Malinao,301827,Estancia National High School,"Zone 3, Estancia, Malinao, Albay",ALBAY,MALINAO,1st District,ESTANCIA
Region V,Albay,Malinao,301831,Labnig National High School,"-Purok 10, Labnig, Malinao, Albay",ALBAY,MALINAO,1st District,LABNIG
Region V,Albay,Malinao,502475,Sugcad Integrated School,"P-1, Sugcad,  Malinao,  Albay",ALBAY,MALINAO,1st District,SUGCAD
Region V,Albay,Malinao,502477,Soa Integrated School,"Soa, Malinao, Albay",ALBAY,MALINAO,1st District,SOA
Region V,Albay,Manito,111887,Balabagon Elementary School,Purok 3,ALBAY,MANITO,2nd District,BALABAGON
Region V,Albay,Manito,111888,Balasbas Elementary School,"Purok 1 Balasbas, Manito, Albay",ALBAY,MANITO,2nd District,BALASBAS
Region V,Albay,Manito,111889,Bamban Elementary School,"Purok 2,Bamban,Manito, Albay",ALBAY,MANITO,2nd District,BAMBAN
Region V,Albay,Manito,111890,Buyo Elementary School,"Severino Daz St., Buyo, Manito, Albay",ALBAY,MANITO,2nd District,BUYO
Region V,Albay,Manito,111891,Cabacongan Elementary School,"Purok 4, Cabacongan, Manito, Albay",ALBAY,MANITO,2nd District,CABACONGAN
Region V,Albay,Manito,111893,Cavit Elementary School,"Cavit, Manito, Albay",ALBAY,MANITO,2nd District,CABIT
Region V,Albay,Manito,111894,Cawayan Elementary School,"Purok 5, Cawayan",ALBAY,MANITO,2nd District,CAWAYAN
Region V,Albay,Manito,111895,Hologan Elementary School,"-Purok 2,",ALBAY,MANITO,2nd District,HOLUGAN
Region V,Albay,Manito,111896,Inang Maharang Elementary School,"Inang Maharang, Nagotgot, Manito, Albay",ALBAY,MANITO,2nd District,NAGOTGOT
Region V,Albay,Manito,111897,Kawit Elementary School,"Purok 2, Cawit, Manito, Albay",ALBAY,MANITO,2nd District,CAWIT
Region V,Albay,Manito,111898,Malobago Elementary School,"Purok 4, Malobago, Manito, Albay",ALBAY,MANITO,2nd District,MALOBAGO
Region V,Albay,Manito,111899,Manito Central School,"C. Daen Street, It-Ba, Manito, Albay",ALBAY,MANITO,2nd District,IT-BA (POB.)
Region V,Albay,Manito,111900,Manumbalay Elementary School,"P-2 Mnumbalay, Manito, Albay",ALBAY,MANITO,2nd District,MANUMBALAY
Region V,Albay,Manito,111901,Nagotgot Elementary School,"Purok 1, Nagotgot, Manito,  Albay",ALBAY,MANITO,2nd District,NAGOTGOT
Region V,Albay,Manito,111902,Pawa Elementary School,"Pawa, Manito, Albay",ALBAY,MANITO,2nd District,PAWA
Region V,Albay,Manito,111903,Tinapian Elementary School,"-P-4, Tinapian, Manito, Albay",ALBAY,MANITO,2nd District,TINAPIAN
Region V,Albay,Manito,301845,Manito National High School,"Balading, Manito, Albay",ALBAY,MANITO,2nd District,IT-BA (POB.)
Region V,Albay,Manito,301846,Cawayan High School,"Purok 6, Cawayan, Manito, Albay",ALBAY,MANITO,2nd District,CAWAYAN
Region V,Albay,Manito,301847,Nagotgot High School,Sitio Malangto,ALBAY,MANITO,2nd District,NAGOTGOT
Region V,Albay,Oas North,111904,Badbad Elementary School,"Purok 4, Badbad, Oas. Albay",ALBAY,OAS,3rd District,BADBAD
Region V,Albay,Oas North,111905,Badian Elementary School,"Purok 2, Badian, Oas, Albay",ALBAY,OAS,3rd District,BADIAN
Region V,Albay,Oas North,111906,Banao Elementary School,"Purok 2, Banao, Oas, Albay",ALBAY,OAS,3rd District,BANAO
Region V,Albay,Oas North,111908,Bogtong Elementary School,"Purok 1, Bogtong, Oas, Albay",ALBAY,OAS,3rd District,BOGTONG
Region V,Albay,Oas North,111909,Busac Elementary School,"Purok 3, Busac, Oas, Albay",ALBAY,OAS,3rd District,BUSAC
Region V,Albay,Oas North,111910,Cadawag Elementary School,"Purok 1, Cadawag, Oas, Albay",ALBAY,OAS,3rd District,CADAWAG
Region V,Albay,Oas North,111911,Cagmanaba Elementary School,"Purok 1, Cagmanaba, Oas, Albay",ALBAY,OAS,3rd District,CAGMANABA
Region V,Albay,Oas North,111912,Calaguimit Elementary School,"Purok 2, Calaguimit, Oas, Albay",ALBAY,OAS,3rd District,CALAGUIMIT
Region V,Albay,Oas North,111913,Calpi Elementary School,"Purok 2, Calpi, Oas, Albay",ALBAY,OAS,3rd District,CALPI
Region V,Albay,Oas North,111914,Del Rosario Elementary School,Del Rosario,ALBAY,OAS,3rd District,DEL ROSARIO
Region V,Albay,Oas North,111915,Manga Elementary School,"Manga, Oas, Albay",ALBAY,OAS,3rd District,MANGA
Region V,Albay,Oas North,111916,Maramba Elementary School,"Purok 4, Maramba, Oas, Albay",ALBAY,OAS,3rd District,MARAMBA
Region V,Albay,Oas North,111917,Moroponros Elementary School,"Moroponros, Oas, Albay",ALBAY,OAS,3rd District,MOROPONROS
Region V,Albay,Oas North,111918,Nagas Elementary School,"Purok 2, Nagas, Oas, Albay",ALBAY,OAS,3rd District,NAGAS
Region V,Albay,Oas North,111919,Oas North Central School,"Ilaor Norte, Oas, Albay",ALBAY,OAS,3rd District,ILAOR NORTE
Region V,Albay,Oas North,111920,Saban Elementary School,"Saban, Oas, Albay",ALBAY,OAS,3rd District,SABAN
Region V,Albay,Oas North,111922,San Isidro Elementary School,"San Isidro, Oas, Albay",ALBAY,OAS,3rd District,SAN ISIDRO
Region V,Albay,Oas North,111923,Tablon Elementary School,"Tablon, Oas, Albay",ALBAY,OAS,3rd District,TABLON
Region V,Albay,Oas North,111924,Talisay Elementary School,none,ALBAY,OAS,3rd District,TALISAY
Region V,Albay,Oas North,111925,Tapel Elementary School,"Purok 1, Tapel, Oas, Albay",ALBAY,OAS,3rd District,TAPEL
Region V,Albay,Oas North,111926,Tobgon Elementary School,Purok 4,ALBAY,OAS,3rd District,TOBGON
Region V,Albay,Oas North,301848,Maramba National High School,"Purok 4, Maramba, Oas, Albay",ALBAY,OAS,3rd District,MARAMBA
Region V,Albay,Oas North,301855,Oas Polytechnic School,"P-7 Ilaor Norte, Oas, Albay",ALBAY,OAS,3rd District,ILAOR NORTE
Region V,Albay,Oas North,301857,Sabino Rebagay Memorial High School,"Purok 1, Tobgon, Oas, Albay",ALBAY,OAS,3rd District,TOBGON
Region V,Albay,Oas North,301870,Saban National High School,"Purok 9, Saban, Oas, Albay",ALBAY,OAS,3rd District,SABAN
Region V,Albay,Oas North,309507,Manuel Andaya Bustamante High School,"Zone 2, Cagmanaba, Oas, Albay",ALBAY,OAS,3rd District,CAGMANABA
Region V,Albay,Oas North,502473,San Antonio Integrated School,San Antonio,ALBAY,OAS,3rd District,SAN ANTONIO
Region V,Albay,Oas North,502481,Bangiawon Integrated School,Bangiawon Oas Albay,ALBAY,OAS,3rd District,BANGIAWON
Region V,Albay,Oas South,111927,Balogo East Elementary School,"Balogo, Oas, Albay",ALBAY,OAS,3rd District,BALOGO
Region V,Albay,Oas South,111928,Balogo West Elementary School,"Del Rosario, Balogo, Oas, Albay",ALBAY,OAS,3rd District,BALOGO
Region V,Albay,Oas South,111929,Camagong Elementary School,"Purok 2, Camagong, Albay",ALBAY,OAS,3rd District,CAMAGONG
Region V,Albay,Oas South,111930,Casinagan Elementary School,"Purok 1, Casinagan, Oas, Albay",ALBAY,OAS,3rd District,CASINAGAN
Region V,Albay,Oas South,111931,Celestino B. Redito Elementary School,Purok 3 Bongoran Oas Albay,ALBAY,OAS,3rd District,BONGORAN
Region V,Albay,Oas South,111932,Coliat Elementary School,Purok 3,ALBAY,OAS,3rd District,COLIAT
Region V,Albay,Oas South,111933,Gumabao Elementary School,"Purok 4, Gumabao, Oas, Albay",ALBAY,OAS,3rd District,GUMABAO
Region V,Albay,Oas South,111934,Maporong Elementary School,"Purok 1 Maporong, Oas, Albay",ALBAY,OAS,3rd District,MAPORONG
Region V,Albay,Oas South,111935,Mayag Elementary School,"Purok 1 Mayag, Oas, Albay",ALBAY,OAS,3rd District,MAYAG
Region V,Albay,Oas South,111936,Oas East Central School,"Ribaya St. Rizal, Oas, Albay",ALBAY,OAS,3rd District,RIZAL
Region V,Albay,Oas South,111937,Oas South Central School,"National Road, Ilaor Norte, Oas, Albay",ALBAY,OAS,3rd District,ILAOR NORTE
Region V,Albay,Oas South,111938,Ramay Elementary School,"Purok 2, Ramay, Oas, Albay",ALBAY,OAS,3rd District,RAMAY
Region V,Albay,Oas South,111939,San Agustin Elementary School,"Zone 1, San Agustin, Oas, Albay",ALBAY,OAS,3rd District,SAN AGUSTIN
Region V,Albay,Oas South,111940,San Jose Elementary School,"Purok 2, SAN JOSE, OAS, ALBAY",ALBAY,OAS,3rd District,SAN JOSE
Region V,Albay,Oas South,111941,San Juan Elementary School,"Purok 4, San Juan",ALBAY,OAS,3rd District,SAN JUAN
Region V,Albay,Oas South,111942,San Pascual Elementary School,"Sitio Nale, San Pascual, Oas, Albay",ALBAY,OAS,3rd District,SAN PASCUAL (NALE)
Region V,Albay,Oas South,111943,San Ramon Elementary School,"PUROK 6,SAN RAMON,OAS ALBAY",ALBAY,OAS,3rd District,SAN RAMON
Region V,Albay,Oas South,111944,San Vicente Elementary School,#NAME?,ALBAY,OAS,3rd District,SAN VICENTE (SUCA)
Region V,Albay,Oas South,111945,Tobog Elementary School,"-PUROK 3 TOBOG, OAS, ALBAY",ALBAY,OAS,3rd District,TOBOG
Region V,Albay,Oas South,172514,Matambo Elementary School,"Bliss,  Matambo, Oas, Albay",ALBAY,OAS,3rd District,MATAMBO
Region V,Albay,Oas South,301856,San Juan High School,"Purok 4, San Juan,  Oas, Albay",ALBAY,OAS,3rd District,SAN JUAN
Region V,Albay,Oas South,301866,Balogo High School,"Del Rosario St., Balogo, Oas, Albay",ALBAY,OAS,3rd District,BALOGO
Region V,Albay,Oas South,309501,Tobog High School,"Tobog, Oas, Albay",ALBAY,OAS,3rd District,TOBOG
Region V,Albay,Oas South,309512,San Miguel High School,"San Miguel, Oas, Albay",ALBAY,OAS,3rd District,SAN MIGUEL
Region V,Albay,Pioduran West (Pioduran North),111946,Agol Elementary School,"Agol, Pioduran, Albay",ALBAY,PIO DURAN,3rd District,AGOL
Region V,Albay,Pioduran West (Pioduran North),111947,Balinad Elementary School,"Balinad, Basicao Coastal, Pioduran, Albay",ALBAY,PIO DURAN,3rd District,BASICAO COASTAL
Region V,Albay,Pioduran West (Pioduran North),111948,Basicao Coastal Elementary School,"National Road, Basicao Coastal",ALBAY,PIO DURAN,3rd District,BASICAO COASTAL
Region V,Albay,Pioduran West (Pioduran North),111949,Basicao Interior Elementary School,Basicao Interior,ALBAY,PIO DURAN,3rd District,BASICAO INTERIOR
Region V,Albay,Pioduran West (Pioduran North),111954,Cuyaoyao Elementary School,Cuyaoyao,ALBAY,PIO DURAN,3rd District,CUYAOYAO
Region V,Albay,Pioduran West (Pioduran North),111955,Dr. Sofronio B. Garcia Elementary School,Palapas,ALBAY,PIO DURAN,3rd District,PALAPAS
Region V,Albay,Pioduran West (Pioduran North),111956,Flores Elementary School,Flores,ALBAY,PIO DURAN,3rd District,FLORES
Region V,Albay,Pioduran West (Pioduran North),111957,La Medalla Elementary School,"La Medalla, Pioduran, Albay",ALBAY,PIO DURAN,3rd District,LA MEDALLA
Region V,Albay,Pioduran West (Pioduran North),111958,Lagaan Elementary School,"Lagaan, Banawan, Pioduran, Albay",ALBAY,PIO DURAN,3rd District,BANAWAN (BINAWAN)
Region V,Albay,Pioduran West (Pioduran North),111961,Malapay Elementary School,"Purok 3, Malapay, Pioduran, Albay",ALBAY,PIO DURAN,3rd District,MALAPAY
Region V,Albay,Pioduran West (Pioduran North),111966,Marigondon Elementary School,"Marigondon, Pioduran, Albay",ALBAY,PIO DURAN,3rd District,MARIGONDON
Region V,Albay,Pioduran West (Pioduran North),111968,Panganiran Elementary School,"Panganiran, Pioduran, Albay",ALBAY,PIO DURAN,3rd District,PANGANIRAN
Region V,Albay,Pioduran West (Pioduran North),111972,Pioduran West Central School,"Rizal St. Banawan, Pioduran, Albay",ALBAY,PIO DURAN,3rd District,BANAWAN (BINAWAN)
Region V,Albay,Pioduran West (Pioduran North),111974,Salvacion Elementary School,"Salvacion, Pioduran, Albay",ALBAY,PIO DURAN,3rd District,SALVACION
Region V,Albay,Pioduran West (Pioduran North),111975,Sto. Cristo Elementary School,"Purok 3, Sto. Cristo, Pioduran, Albay",ALBAY,PIO DURAN,3rd District,SANTO CRISTO
Region V,Albay,Pioduran West (Pioduran North),111977,Tibabo Elementary School,"Tibabo, Pioduran, Albay",ALBAY,PIO DURAN,3rd District,TIBABO
Region V,Albay,Pioduran West (Pioduran North),301839,Malapay High School,Purok 1,ALBAY,PIO DURAN,3rd District,MALAPAY
Region V,Albay,Pioduran West (Pioduran North),301854,Marigondon National High School,"Zone 2, Marigondon, Pioduran, Albay",ALBAY,PIO DURAN,3rd District,MARIGONDON
Region V,Albay,Polangui North,111978,Alnay Elementary School,"Purok 3, ALNAY, POLANGUI, ALBAY",ALBAY,POLANGUI,3rd District,ALNAY
Region V,Albay,Polangui North,111979,Balaba Elementary School,"Purok 1, Balaba, Polangui, Albay",ALBAY,POLANGUI,3rd District,BALABA
Region V,Albay,Polangui North,111980,Balinad Elementary School,"Purok 2, Balinad, Polangui, Albay",ALBAY,POLANGUI,3rd District,BALINAD
Region V,Albay,Polangui North,111981,Cepres Elementary School,Cepres Polangui,ALBAY,POLANGUI,3rd District,CEPRES
Region V,Albay,Polangui North,111982,Dalogo Elementary School,"Purok 3 Sitio Dalogo, Gamot, Polangui, Albay",ALBAY,POLANGUI,3rd District,GAMOT
Region V,Albay,Polangui North,111983,Danao Elementary School,"Purok 1, Danao, Polangui, Albay",ALBAY,POLANGUI,3rd District,DANAO
Region V,Albay,Polangui North,111984,Itaran Elementary School,"Zone 2, Itaran,Polangui,Albay",ALBAY,POLANGUI,3rd District,ITARAN
Region V,Albay,Polangui North,111985,Jose Duran Elementary School,"PUROK 3 BUYO, POLANGUI,ALBAY",ALBAY,POLANGUI,3rd District,BUYO
Region V,Albay,Polangui North,111987,Lidong Elementary School,"Lidong, Polangui, Albay",ALBAY,POLANGUI,3rd District,LIDONG
Region V,Albay,Polangui North,111988,Lourdes Elementary School,"Zone 4, Lourdes, Polangui, Albay",ALBAY,POLANGUI,3rd District,LOURDES
Region V,Albay,Polangui North,111989,Maynaga Elementary School,Purok 1 Maynaga Polangui Albay,ALBAY,POLANGUI,3rd District,MAYNAGA
Region V,Albay,Polangui North,111990,Maysua Elementary School,Purok 1 Maysua Polangui Albay,ALBAY,POLANGUI,3rd District,MAYSUA
Region V,Albay,Polangui North,111991,Mendez Elementary School,"Zone 6, Mendez, Polangui, Albay",ALBAY,POLANGUI,3rd District,MENDEZ
Region V,Albay,Polangui North,111992,Napo Elementary School,"Purok 4, Napo, Polangui, Albay",ALBAY,POLANGUI,3rd District,NAPO
Region V,Albay,Polangui North,111993,Pinagdapugan Elementary School,"Purok 2, Pinagdapugan, Polangui, Albay",ALBAY,POLANGUI,3rd District,PINAGDAPUGAN
Region V,Albay,Polangui North,111994,Pintor Elementary School,"Zone 2, Binagbangan (Pintor), Polangui, Albay",ALBAY,POLANGUI,3rd District,BINAGBANGAN (PINTOR)
Region V,Albay,Polangui North,111995,Polangui North Central School,"San Juan St. Centro Oriental, Polangui, Albay",ALBAY,POLANGUI,3rd District,CENTRO ORIENTAL (POB.)
Region V,Albay,Polangui North,111996,Ponso North Elementary School,"Ponso, Polangui, Albay",ALBAY,POLANGUI,3rd District,PONSO
Region V,Albay,Polangui North,111997,Ponso South Elementary School,"Matamis, Ponso, Polangui, Albay",ALBAY,POLANGUI,3rd District,PONSO
Region V,Albay,Polangui North,111998,Sta. Cruz Elementary School,"Purok 5, Sta Cruz, Polangui, Albay",ALBAY,POLANGUI,3rd District,SANTA CRUZ
Region V,Albay,Polangui North,111999,Sugcad Elementary School,"Zone 4, Sugcad, Polangui, Albay",ALBAY,POLANGUI,3rd District,SUGCAD
Region V,Albay,Polangui North,172522,Cotmon Elementary School,Purok 3,ALBAY,POLANGUI,3rd District,COTMON
Region V,Albay,Polangui North,172524,Luisevera Matza Elementary School,"Amoguis, Polangui, Albay",ALBAY,POLANGUI,3rd District,AMOGUIS
Region V,Albay,Polangui North,172525,Anopol Elementary School,"Purok 1 Anopol, Polangui, Albay",ALBAY,POLANGUI,3rd District,ANOPOL
Region V,Albay,Polangui North,301828,Itaran National High School,"Purok 1, Itaran, Polangui, Albay",ALBAY,POLANGUI,3rd District,ITARAN
Region V,Albay,Polangui North,301829,Maysua High School,"Purok 4, Maysua, Polangui, Albay",ALBAY,POLANGUI,3rd District,MAYSUA
Region V,Albay,Polangui North,301865,Polangui General Comprehensive High School,"Centro Occidental, Polangui, Albay",ALBAY,POLANGUI,3rd District,CENTRO OCCIDENTAL (POB.)
Region V,Albay,Polangui North,301868,Ponso National High School,"Guilid Oma, Ponso, Polangui, Albay",ALBAY,POLANGUI,3rd District,PONSO
Region V,Albay,Polangui North,502470,Kinuartelan Integrated School,"Purok 4, Kinuartelan, Polangui, Albay",ALBAY,POLANGUI,3rd District,KINUARTILAN
Region V,Albay,Polangui South,112000,Agos Elementary School,"Zone 2, Agos, Polangui, Albay",ALBAY,POLANGUI,3rd District,AGOS
Region V,Albay,Polangui South,112001,Apad Elementary School,"Purok 3, Apad, Polangui, Albay",ALBAY,POLANGUI,3rd District,APAD
Region V,Albay,Polangui South,112003,Cotnogan Elementary School,"Purok 5, Cotnogan, Polangui, Albay",ALBAY,POLANGUI,3rd District,COTNOGAN
Region V,Albay,Polangui South,112004,Kinale Elementary School,"Purok 2, Kinale,  Polangui, Albay",ALBAY,POLANGUI,3rd District,KINALE
Region V,Albay,Polangui South,112005,La Medalla Elementary School,"Purok 2, La Medalla Polangui Albay",ALBAY,POLANGUI,3rd District,LA MEDALLA
Region V,Albay,Polangui South,112006,La Purisima Elementary School,"Purok 2, La Purisima, Polangui Albay",ALBAY,POLANGUI,3rd District,LA PURISIMA
Region V,Albay,Polangui South,112007,Lanigay Elementary School,"Purok 3, Lanigay, Polangui, Albay",ALBAY,POLANGUI,3rd District,LANIGAY
Region V,Albay,Polangui South,112008,Magpanambo Elementary School,"Purok 2, Magpanambo, Polangui, Albay",ALBAY,POLANGUI,3rd District,MAGPANAMBO
Region V,Albay,Polangui South,112009,Magurang Elementary School,"Sabido Rd.,Magurang, Polangui, Albay",ALBAY,POLANGUI,3rd District,MAGURANG
