Region,Division,District,SchoolID,School.Name,Street.Address,Province,Municipality,Legislative.District,Barangay
Region IX,Sulu,Talipao,217034,Lambanah Elementary  School,"Lambanah ,Talipao",SULU,TALIPAO,1st District,LAMBANAH
Region IX,Sulu,Talipao,217036,MABAHAY ELEMENTARY SCHOOL,"Mabahay, Talipao",SULU,TALIPAO,1st District,MABAHAY
Region IX,Sulu,Talipao,217038,Palahuddin PS,-,SULU,TALIPAO,1st District,UPPER SINUMAAN
Region IX,Sulu,Talipao,217054,Hadji Sahidjuan Primary School,Bagsak  Talipao,SULU,TALIPAO,1st District,NIOG-SANGAHAN
Region IX,Sulu,Talipao,217055,Bayog Primary School,"Setio Bayog, Talipao ,Sulu",SULU,TALIPAO,1st District,ANDALAN
Region IX,Sulu,Talipao,217056,Jubail Primary School,"Barangay Kahawa,talipao",SULU,TALIPAO,1st District,ANDALAN
Region IX,Sulu,Talipao,217057,Lower Talipao Primary School,Lower Talipao,SULU,TALIPAO,1st District,LOWER TALIPAO
Region IX,Sulu,Talipao,217060,Bud Bunga PS,_,SULU,TALIPAO,1st District,BUD BUNGA
Region IX,Sulu,Talipao,217061,Lungkiaban PS,-,SULU,TALIPAO,1st District,LUNGKIABAN
Region IX,Sulu,Talipao,217062,Panglima Amirul Primary School,-,SULU,TALIPAO,1st District,LIU-BUD PANTAO
Region IX,Sulu,Talipao,217063,Taraji Primary School,-,SULU,TALIPAO,1st District,LOWER KAMUNTAYAN
Region IX,Sulu,Talipao,305047,Talipao National High School-Senior High,Bilaan Poblacion,SULU,TALIPAO,1st District,BILAAN (POB.)
Region IX,Sulu,Talipao,318409,Talipao NHS Annex (Pantao),#NAME?,SULU,TALIPAO,1st District,PANTAO
Region IX,Sulu,Laminusa,134374,Alian Elementary School,"Ratag,siasi,sulu",SULU,SIASI,2nd District,RATAG
Region IX,Sulu,Laminusa,134375,Buan ES,"BUAN,SIASI,SULU",SULU,SIASI,2nd District,BUAN
Region IX,Sulu,Laminusa,134376,Duggo PS,#NAME?,SULU,SIASI,2nd District,DUGGO
Region IX,Sulu,Laminusa,134377,Ipil PS,Ipil,SULU,SIASI,2nd District,IPIL
Region IX,Sulu,Laminusa,134378,Laminusa Laud ES-I,"Brgy. Kong-Kong, Laminusa",SULU,SIASI,2nd District,KONG-KONG LAMINUSA
Region IX,Sulu,Laminusa,134382,Laminusa West ES,-,SULU,SIASI,2nd District,LUUK LAMINUSA
Region IX,Sulu,Laminusa,134383,Manta Elementary School,Manta,SULU,SIASI,2nd District,MANTA
Region IX,Sulu,Laminusa,134385,Pamangunan PS,"Minapan, Siasi, Sulu",SULU,SIASI,2nd District,MINAPAN
Region IX,Sulu,Laminusa,134387,Panglima Ikbala Elementary School,Bulikullul,SULU,SIASI,2nd District,BULIHKULLUL
Region IX,Sulu,Laminusa,134388,Panglima ldlana Tingcun ES,BARANGAY TONG-LAMINUSA,SULU,SIASI,2nd District,TONG LAMINUSA
Region IX,Sulu,Laminusa,134389,Panglima Saipudin Elementary School,"Brgy.Saipudin, Laminusa,Siasi,Sulu",SULU,SIASI,2nd District,KONG-KONG LAMINUSA
Region IX,Sulu,Laminusa,134390,Panglima Taradji PS,Siburi,SULU,SIASI,2nd District,SIBURI
Region IX,Sulu,Laminusa,134391,Punungan ES,Punungan,SULU,SIASI,2nd District,PUNUNGAN
Region IX,Sulu,Laminusa,134392,Silumpak ES,Silumpak,SULU,SIASI,2nd District,SOUTH SILUMPAK
Region IX,Sulu,Laminusa,134394,SIOWING ELEM. SCHOOL,"SIOWING, SIASI SULU",SULU,SIASI,2nd District,SIOWING
Region IX,Sulu,Laminusa,134395,Sipanding Elementary School,#NAME?,SULU,SIASI,2nd District,SIPANDING
Region IX,Sulu,Laminusa,217026,Latung PS,Latung,SULU,SIASI,2nd District,LATUNG
Region IX,Sulu,Laminusa,252534,Laminusa Laud ES-2,#NAME?,SULU,SIASI,2nd District,TAMPAKAN LAMINUSA
Region IX,Sulu,Lugus,134396,Alu Duyong ES,NOT APPLICABLE,SULU,LUGUS,2nd District,ALU-DUYONG
Region IX,Sulu,Lugus,134397,Bas Nunuk ES,#NAME?,SULU,LUGUS,2nd District,HUWIT-HUWIT BAS NONOK
Region IX,Sulu,Lugus,134398,Basmangkallay ES,-,SULU,LUGUS,2nd District,MANGKALLAY
Region IX,Sulu,Lugus,134399,Boli Pongpong PS,#NAME?,SULU,LUGUS,2nd District,LAHA
Region IX,Sulu,Lugus,134400,Gapas PS,-,SULU,LUGUS,2nd District,GAPAS TUBIG TUWAK
Region IX,Sulu,Lugus,134401,Guimba Pait PS,PAIT,SULU,LUGUS,2nd District,PAIT
Region IX,Sulu,Lugus,134402,Lahud PS,NOT APPLICABLE,SULU,LUGUS,2nd District,GAPAS RUGASAN
Region IX,Sulu,Lugus,134403,Hadji Sali Tammang PS,Larap Lugus,SULU,LUGUS,2nd District,LARAP
Region IX,Sulu,Lugus,134404,Laud Alu PS,NOT APPLICABLE,SULU,LUGUS,2nd District,ALU BUS-BUS
Region IX,Sulu,Lugus,134405,Lugus CS,"Lugus proper ,lugus,sulu",SULU,LUGUS,2nd District,LUGUS PROPER
Region IX,Sulu,Lugus,134406,Bas Lugus CS - Annex,"bas lugus,lugus ,sulu",SULU,LUGUS,2nd District,BAS LUGUS
Region IX,Sulu,Lugus,134407,Parian Kayawan PS,Kayawan,SULU,LUGUS,2nd District,PARIAN KAYAWAN
Region IX,Sulu,Lugus,134408,Rugasan PS,GAPAS RUGASAN,SULU,LUGUS,2nd District,GAPAS RUGASAN
Region IX,Sulu,Lugus,134409,Sibul PS,sibul,SULU,LUGUS,2nd District,SIBUL
Region IX,Sulu,Lugus,134410,Tangkulan ES,#NAME?,SULU,LUGUS,2nd District,KUTAH PARANG
Region IX,Sulu,Lugus,134411,Tingkangan ES,none,SULU,LUGUS,2nd District,TINGKANGAN
Region IX,Sulu,Lugus,134412,Tubba Bas PS,"Parian kayawan, Lugus Sulu",SULU,LUGUS,2nd District,LUGUS PROPER
Region IX,Sulu,Lugus,305035,Lugus NHS,Lugus Proper,SULU,LUGUS,2nd District,ALU-DUYONG
Region IX,Sulu,Luuk (Kalinggalan Calauang),134414,Bual PS,"Bual Luuk, Sulu",SULU,LUUK,2nd District,BUAL
Region IX,Sulu,Luuk (Kalinggalan Calauang),134415,Bulaghaw ES,"Bulaghaw, Capual, Omar, Sulu",SULU,LUUK,2nd District,CAPUAL ISLAND
Region IX,Sulu,Luuk (Kalinggalan Calauang),134416,Camp Andres CES,-,SULU,LUUK,2nd District,TUBIG-PUTI (POB.)
Region IX,Sulu,Luuk (Kalinggalan Calauang),134419,Hadji Maharadja Tawasil Central School,Karungdong Kalingalan caluang sulu,SULU,KALINGALAN CALUANG,2nd District,KARUNGDONG (POB.)
Region IX,Sulu,Luuk (Kalinggalan Calauang),134420,HUWIT-HUWIT ELEMENTARY SCHOOL,Huwit-Huwit-HUWIT,SULU,OMAR,2nd District,HUWIT-HUWIT
Region IX,Sulu,Luuk (Kalinggalan Calauang),134421,Imam Abdusali Elementary School,"Puh-puh,angilan",SULU,OMAR,2nd District,ANGILAN
Region IX,Sulu,Luuk (Kalinggalan Calauang),134422,Kambing Elementary School,#NAME?,SULU,KALINGALAN CALUANG,2nd District,KAMBING
Region IX,Sulu,Luuk (Kalinggalan Calauang),134423,KanLagay ES Annex I,#NAME?,SULU,KALINGALAN CALUANG,2nd District,KANLAGAY
Region IX,Sulu,Luuk (Kalinggalan Calauang),134424,BANDAHALA ELEMENTARY SCHOOL,#NAME?,SULU,OMAR,2nd District,TANGKUAN
Region IX,Sulu,Luuk (Kalinggalan Calauang),134425,Kanpagayoh PS Annex,#NAME?,SULU,KALINGALAN CALUANG,2nd District,PANG
Region IX,Sulu,Luuk (Kalinggalan Calauang),134426,Kapual ES,#NAME?,SULU,OMAR,2nd District,CAPUAL ISLAND
Region IX,Sulu,Luuk (Kalinggalan Calauang),134427,Lambago Elementary School,Lambago Luuk Sulu,SULU,LUUK,2nd District,LAMBAGO
Region IX,Sulu,Luuk (Kalinggalan Calauang),134428,Lianutan PS,Lianutan Luuk Sulu,SULU,LUUK,2nd District,LIANUTAN
Region IX,Sulu,Luuk (Kalinggalan Calauang),134429,Likubong ES,-,SULU,OMAR,2nd District,NIANGKAAN
Region IX,Sulu,Luuk (Kalinggalan Calauang),134430,Lingah PS,"Lingah, Luuk, Sulu",SULU,LUUK,2nd District,LINGAH
Region IX,Sulu,Luuk (Kalinggalan Calauang),134431,Masjid Naga ES,#NAME?,SULU,KALINGALAN CALUANG,2nd District,TUNGGOL
Region IX,Sulu,Luuk (Kalinggalan Calauang),134432,Masjid Bayl PS Annex I-F,-,SULU,KALINGALAN CALUANG,2nd District,
Region IX,Sulu,Luuk (Kalinggalan Calauang),134433,Masjid Niog Primary school,"Niog Niog, Luuk, Sulu",SULU,LUUK,2nd District,NIOG-NIOG
Region IX,Sulu,Luuk (Kalinggalan Calauang),134434,Masjid Punjungan ES,#NAME?,SULU,KALINGALAN CALUANG,2nd District,MASJID PUNJUNGAN
Region IX,Sulu,Luuk (Kalinggalan Calauang),134435,Niog Niog Elementary School,NIOG NIOG LUUK SULU,SULU,LUUK,2nd District,NIOG-NIOG
Region IX,Sulu,Luuk (Kalinggalan Calauang),134436,Pang Elementary school,#NAME?,SULU,KALINGALAN CALUANG,2nd District,PANG
Region IX,Sulu,Luuk (Kalinggalan Calauang),134437,Pitogo ES,#NAME?,SULU,KALINGALAN CALUANG,2nd District,PITOGO
Region IX,Sulu,Luuk (Kalinggalan Calauang),134438,PAHALLAWAN ASULA ELEMENTARY SCHOOL,"omar,sulu",SULU,OMAR,2nd District,CAPUAL ISLAND
Region IX,Sulu,Luuk (Kalinggalan Calauang),134439,Tandu Bato ES,"Tandu Bato, Luuk, Sulu",SULU,LUUK,2nd District,TANDU-BATO
Region IX,Sulu,Luuk (Kalinggalan Calauang),134440,Tulayan ES,#NAME?,SULU,LUUK,2nd District,TULAYAN ISLAND
Region IX,Sulu,Luuk (Kalinggalan Calauang),134441,Undanan Elementary School,#NAME?,SULU,LUUK,2nd District,KAN-BULAK
Region IX,Sulu,Luuk (Kalinggalan Calauang),217001,Sucuban E/S,#NAME?,SULU,OMAR,2nd District,SUCUBAN
Region IX,Sulu,Luuk (Kalinggalan Calauang),217014,Lahing-Lahing ES,"taogias, lahing-lahing",SULU,OMAR,2nd District,LAHING-LAHING
Region IX,Sulu,Luuk (Kalinggalan Calauang),252508,Panglima Baluan PS,Panglima Baluan,SULU,LUUK,2nd District,MANANTI
Region IX,Sulu,Luuk (Kalinggalan Calauang),252509,Andalan Elementary School,Andalan,SULU,LUUK,2nd District,ANDALAN
Region IX,Sulu,Luuk (Kalinggalan Calauang),252510,Kamlon Hji. Angsa PS,-,SULU,OMAR,2nd District,NIANGKAAN
Region IX,Sulu,Luuk (Kalinggalan Calauang),252511,Tandu Panuan ES,NIANGKAAN,SULU,OMAR,2nd District,NIANGKAAN
Region IX,Sulu,Luuk (Kalinggalan Calauang),252513,Kanmindus PS,Kanmindus Luuk Sulu,SULU,LUUK,2nd District,KAN-MINDUS
Region IX,Sulu,Luuk (Kalinggalan Calauang),252514,Sapang Elementary School,Sapang,SULU,LUUK,2nd District,KAN-MINDUS
Region IX,Sulu,Luuk (Kalinggalan Calauang),252518,Pangdan Pangdan ES,#NAME?,SULU,KALINGALAN CALUANG,2nd District,PANGDAN PANGDAN
Region IX,Sulu,Luuk (Kalinggalan Calauang),252519,Mangal Mangal PS,#NAME?,SULU,KALINGALAN CALUANG,2nd District,MASJID PUNJUNGAN
Region IX,Sulu,Luuk (Kalinggalan Calauang),252520,Kanbulak Elementary school,kanbulak Luuk Sulu,SULU,LUUK,2nd District,KAN-BULAK
Region IX,Sulu,Luuk (Kalinggalan Calauang),252521,Kasulutan Elementary School,Kasulutan,SULU,OMAR,2nd District,HUWIT-HUWIT
Region IX,Sulu,Luuk (Kalinggalan Calauang),252537,Patutul Elementary School,#NAME?,SULU,OMAR,2nd District,ANGILAN
Region IX,Sulu,Luuk (Kalinggalan Calauang),252542,Angilan Elementary School,"Angilan, Omar, Sulu",SULU,LUUK,2nd District,ANGILAN
Region IX,Sulu,Luuk (Kalinggalan Calauang),252543,Allayon PS,Tubig Putih,SULU,LUUK,2nd District,TUBIG-PUTI (POB.)
Region IX,Sulu,Luuk (Kalinggalan Calauang),252544,Kanbusi PS,"Kabusi,Niog-Niog Luuk,Sulu",SULU,LUUK,2nd District,MANANTI
Region IX,Sulu,Luuk (Kalinggalan Calauang),305033,K. Caluang NHS,#NAME?,SULU,KALINGALAN CALUANG,2nd District,PITOGO
Region IX,Sulu,Luuk (Kalinggalan Calauang),305036,LUUK NATIONAL HIGH SCHOOL,"CAUMPANG STREET,Tandu Bato, Luuk, Sulu",SULU,LUUK,2nd District,TANDU-BATO
Region IX,Sulu,Luuk (Kalinggalan Calauang),318404,Capual NHS,#NAME?,SULU,OMAR,2nd District,CAPUAL ISLAND
Region IX,Sulu,Luuk (Kalinggalan Calauang),324201,K. Caluang NHS/Annex,Karungdong,SULU,KALINGALAN CALUANG,2nd District,KARUNGDONG (POB.)
Region IX,Sulu,Pata,134447,Daungdong ES,#NAME?,SULU,PATA,2nd District,DAUNGDONG
Region IX,Sulu,Pata,134449,Kayawan ES,#NAME?,SULU,PATA,2nd District,KAYAWAN (POB.)
Region IX,Sulu,Pata,134456,Likud ES,LIKUD,SULU,PATA,2nd District,LIKUD
Region IX,Sulu,Pata,134457,Luuk Tulay PS,Luuk Tulay,SULU,PATA,2nd District,LUUK-TULAY
Region IX,Sulu,Pata,134460,Kamawi PS (Mawaji PS),#NAME?,SULU,PATA,2nd District,KAMAWI
Region IX,Sulu,Pata,134462,Pisak Pisak PS,#NAME?,SULU,PATA,2nd District,PISAK-PISAK
Region IX,Sulu,Pata,134463,Sangkap Higad ES,Sangkap Higad,SULU,PATA,2nd District,SANGKAP
Region IX,Sulu,Pata,134467,Timuddas ES,#NAME?,SULU,PATA,2nd District,TIMUDDAS
Region IX,Sulu,Pata,252503,Kanjarang ES,Kuta Kahoy,SULU,PATA,2nd District,KANJARANG
Region IX,Sulu,Pata,252504,Kiput ES,#NAME?,SULU,PATA,2nd District,KIPUT
Region IX,Sulu,Pata,252505,Kamawi PS,-,SULU,PATA,2nd District,KAMAWI
Region IX,Sulu,Pata,252506,Patian PS,#NAME?,SULU,PATA,2nd District,PATIAN
Region IX,Sulu,Pata,252524,Timuddas Proper PS,#NAME?,SULU,PATA,2nd District,TIMUDDAS
Region IX,Sulu,Pata,252525,Niyog Niyog PS,langil,SULU,PATA,2nd District,NIOG-NIOG
Region IX,Sulu,Pata,305044,Pata NHS,"Kiput, Pata, Sulu",SULU,PATA,2nd District,KIPUT
Region IX,Sulu,Panamao,134468,Asin PS Annex IV,#NAME?,SULU,OLD PANAMAO,2nd District,ASIN
Region IX,Sulu,Panamao,134469,Badjang PS,-,SULU,PANGLIMA ESTINO (NEW PANAMAO),2nd District,GATA-GATA
Region IX,Sulu,Panamao,134470,Bitanag PS,Bitanag,SULU,OLD PANAMAO,2nd District,BITANAG
Region IX,Sulu,Panamao,134471,Bulangsih ES,#NAME?,SULU,OLD PANAMAO,2nd District,BULANGSI
Region IX,Sulu,Panamao,134473,Kulay-Kulay PS Annex III,#NAME?,SULU,OLD PANAMAO,2nd District,KULAY-KULAY
Region IX,Sulu,Panamao,134475,Lihbug Kabaw PS,Lihbug Kabaw,SULU,PANGLIMA ESTINO (NEW PANAMAO),2nd District,LIHBUG KABAW
Region IX,Sulu,Panamao,134477,Marsada Primary School,"Marsada, Panglima Estino, Sulu",SULU,PANGLIMA ESTINO (NEW PANAMAO),2nd District,MARSADA
Region IX,Sulu,Panamao,134478,Panglima Agga Central School,Seit Lake (Pob.),SULU,OLD PANAMAO,2nd District,SEIT LAKE (POB.)
Region IX,Sulu,Panamao,134480,Panglima Arao ES,Lower Patibulan,SULU,OLD PANAMAO,2nd District,LOWER PATIBULAN
Region IX,Sulu,Panamao,134481,Patibulan ES,Upper Patibulan,SULU,OLD PANAMAO,2nd District,UPPER PATIBULAN
Region IX,Sulu,Panamao,134482,Punay Elementary School,"Punay, Panglima Estino, Sulu",SULU,PANGLIMA ESTINO (NEW PANAMAO),2nd District,PUNAY (POB.)
Region IX,Sulu,Panamao,134483,Suh Elementary School,"Suh Panamao,Sulu",SULU,OLD PANAMAO,2nd District,SU-UH
Region IX,Sulu,Panamao,134484,Tabu Manuk ES,Tabu Manuk,SULU,OLD PANAMAO,2nd District,TABU MANUK
Region IX,Sulu,Panamao,134485,Tayungan ES,"Tayungan, Panamao",SULU,OLD PANAMAO,2nd District,TAYUNGAN
Region IX,Sulu,Panamao,134486,Tiptipon Elementary School,"Tiptipon, Panglima Estino, Sulu",SULU,PANGLIMA ESTINO (NEW PANAMAO),2nd District,TIPTIPON
Region IX,Sulu,Panamao,252502,Pugad Manul PS Annex,#NAME?,SULU,OLD PANAMAO,2nd District,PUGAD MANAUL
Region IX,Sulu,Panamao,252530,Abduhalim Primary School/Annex III,"Likbah, Panglima Estino, Sulu",SULU,PANGLIMA ESTINO (NEW PANAMAO),2nd District,LIKBAH
Region IX,Sulu,Panamao,252531,Pandacan Elementary Sschool,"Pandakan, Panglima Estino, Sulu",SULU,PANGLIMA ESTINO (NEW PANAMAO),2nd District,PANDAKAN
Region IX,Sulu,Panamao,252532,Sabuddin Primary school /Annex II,#NAME?,SULU,PANGLIMA ESTINO (NEW PANAMAO),2nd District,PAIKSA
Region IX,Sulu,Panamao,252533,Kamih Pungod Primary School,"Kamih Pungud, Panglima Estino, Sulu",SULU,PANGLIMA ESTINO (NEW PANAMAO),2nd District,KAMIH-PUNGUD
Region IX,Sulu,Panamao,252539,Kansipat Elementary School,"Kan-sipat, Panamao, Sulu",SULU,OLD PANAMAO,2nd District,KAN-SIPAT
Region IX,Sulu,Panamao,252540,Hji. Aliakbar Agga Primary School,"Gagguil, Panglima Estino, Sulu",SULU,PANGLIMA ESTINO (NEW PANAMAO),2nd District,GAGGUIL
Region IX,Sulu,Panamao,252541,Kandangan Primary School,"Kandangan, Panamao, Sulu",SULU,OLD PANAMAO,2nd District,KAN UKOL
Region IX,Sulu,Panamao,305038,Old Panamao NHS,Seit Lake Poblacion,SULU,OLD PANAMAO,2nd District,SEIT LAKE (POB.)
Region IX,Sulu,Panamao,305041,Panglima Estino NHS-MAIN,"Punay (Poblacion), Panglima Estino",SULU,PANGLIMA ESTINO (NEW PANAMAO),2nd District,PUNAY (POB.)
Region IX,Sulu,Panamao,318405,Lower Patibulan Panamao,"Lower Patibulan, Panamao, Sulu",SULU,OLD PANAMAO,2nd District,LOWER PATIBULAN
Region IX,Sulu,Panamao,318407,Tiptipon (Panglima Estino NHS),"Tiptipon, Panglima Estino",SULU,PANGLIMA ESTINO (NEW PANAMAO),2nd District,TIPTIPON
Region IX,Sulu,Panamao,324202,Panamao NHS/Annex(Suh),Su-uh,SULU,OLD PANAMAO,2nd District,KAN-SIPAT
Region IX,Sulu,Panamao,324203,Panamao NHS/Annex(T.Manuk),#NAME?,SULU,OLD PANAMAO,2nd District,TABU MANUK
Region IX,Sulu,Siasi I,134570,Kabankalan ES,KABANKALAN,SULU,SIASI,2nd District,TULLING
Region IX,Sulu,Siasi I,134571,Kuntad ES,EAST KUNTAD,SULU,SIASI,2nd District,EAST KUNGTAD
Region IX,Sulu,Siasi I,134573,Pang. Julkanain Taup CES,#NAME?,SULU,SIASI,2nd District,POBLACION (CAMPO BARO)
Region IX,Sulu,Siasi I,134574,Pang. Utoh Anni Jalmaani ES,"North Laud, Siasi, Sulu",SULU,SIASI,2nd District,NORTH LAUD
Region IX,Sulu,Siasi I,134576,Siok ES,siok/west kuntad,SULU,SIASI,2nd District,EAST KUNGTAD
Region IX,Sulu,Siasi I,134577,Siundo E/S,Siundo,SULU,SIASI,2nd District,SIUNDOH
Region IX,Sulu,Siasi I,134578,Tuhog-Tuhog Laud PS,#NAME?,SULU,SIASI,2nd District,POBLACION (CAMPO BARO)
Region IX,Sulu,Siasi I,134579,Tuhog-Tuhog Proper ES(A),-,SULU,SIASI,2nd District,POBLACION (CAMPO BARO)
Region IX,Sulu,Siasi I,134580,Tulling ES,#NAME?,SULU,SIASI,2nd District,TULLING
Region IX,Sulu,Siasi I,134581,Ulangkaya PS,#NAME?,SULU,SIASI,2nd District,PISLONG
Region IX,Sulu,Siasi I,134582,Upper Minapan elementary school,"SANTOL, MINAPAN",SULU,SIASI,2nd District,MINAPAN
Region IX,Sulu,Siasi I,252526,Camp Murad PS,#NAME?,SULU,SIASI,2nd District,PISLONG
Region IX,Sulu,Siasi I,252528,Duhol Tara E/S,-,SULU,SIASI,2nd District,DUHOL TARA
Region IX,Sulu,Siasi I,252545,Pislong PS,"Pislong, Siasi, Sulu",SULU,SIASI,2nd District,PISLONG
Region IX,Sulu,Siasi I,305034,Laminusa National High School,#NAME?,SULU,SIASI,2nd District,TONG LAMINUSA
Region IX,Sulu,Siasi I,318406,Lapak National School of Fisheries,"South Laud, Siasi, Sulu",SULU,SIASI,2nd District,BAKUD
Region IX,Sulu,Siasi II,134584,Kabubu PS,none-,SULU,SIASI,2nd District,SINGKO
Region IX,Sulu,Siasi II,134585,Kud Kud ES,"kudkud,siasi,sulu",SULU,SIASI,2nd District,KUD-KUD
Region IX,Sulu,Siasi II,134586,Musu Guimba ES,Musu Guimba,SULU,SIASI,2nd District,KABUBU
Region IX,Sulu,Siasi II,134587,Musu Laud ES,barangay musu laud,SULU,SIASI,2nd District,NORTH MUSU LAUD
Region IX,Sulu,Siasi II,134588,Nipa Nipa Elementary School,Nipa-nipa siasi sulu,SULU,SIASI,2nd District,NIPA-NIPA
Region IX,Sulu,Siasi II,134589,Sablay PS,sablay,SULU,SIASI,2nd District,SABLAY
Region IX,Sulu,Siasi II,134590,Siasi East ES,#NAME?,SULU,SIASI,2nd District,CAMPO ISLAM
Region IX,Sulu,Siasi II,134591,Sisangat ES,#NAME?,SULU,SIASI,2nd District,SISANGAT
Region IX,Sulu,Siasi II,134593,South Laud ES,"south laud, siasi, sulu",SULU,SIASI,2nd District,SOUTH MUSU LAUD
Region IX,Sulu,Siasi II,134594,Suba Buaya ES,East Sisangat,SULU,SIASI,2nd District,SUBAH BUAYA
Region IX,Sulu,Siasi II,134595,Tonglaba PS,#NAME?,SULU,SIASI,2nd District,TONGLABAH
Region IX,Sulu,Siasi II,217009,Bual P/S,#NAME?,SULU,SIASI,2nd District,SARUKOT
Region IX,Sulu,Siasi II,217015,Guimba Jambangan PS,None,SULU,SIASI,2nd District,JAMBANGAN
Region IX,Sulu,Siasi II,217031,Sablay Annex School,none,SULU,SIASI,2nd District,SABLAY
Region IX,Sulu,Siasi II,252529,Jambangan ES,-,SULU,SIASI,2nd District,JAMBANGAN
Region IX,Sulu,Siasi II,252546,TubigKutahPS,"Lussuan, Tubig Kutah, Siasi, Sulu",SULU,SIASI,2nd District,TUBIG KUTAH
Region IX,Sulu,Sibaud,134597,Bakal PS,#NAME?,SULU,PANDAMI,2nd District,KABBON
Region IX,Sulu,Sibaud,134598,Baligtang PS - Pandami ES Annex II,-,SULU,PANDAMI,2nd District,
Region IX,Sulu,Sibaud,134599,Bas Buaya PS,Bas Buaya,SULU,PANDAMI,2nd District,SUBA-SUBA
Region IX,Sulu,Sibaud,134600,Bas Siganggang PS (Hus. ES Annex),#NAME?,SULU,PANDAMI,2nd District,SIGANGGANG
Region IX,Sulu,Sibaud,134601,Buton ES,Sitio buton,SULU,PANDAMI,2nd District,LAHI
Region IX,Sulu,Sibaud,134603,Hambilan ES,Hambilan Street,SULU,PANDAMI,2nd District,HAMBILAN
Region IX,Sulu,Sibaud,134605,Hj.Usman Sangkalang ES,#NAME?,SULU,PANDAMI,2nd District,SIGANGGANG
Region IX,Sulu,Sibaud,134606,Iman Asula PS,Ratag,SULU,PANDAMI,2nd District,HAMBILAN
Region IX,Sulu,Sibaud,134607,Lahi PS,-,SULU,PANDAMI,2nd District,LAHI
Region IX,Sulu,Sibaud,134608,Larang PS - Pandami PS Annex I,-,SULU,PANDAMI,2nd District,PARIAN DAKULA
Region IX,Sulu,Sibaud,134609,Limuno PS,"Limuno, Suba-Suba",SULU,PANDAMI,2nd District,SUBA-SUBA
Region IX,Sulu,Sibaud,134610,Luuk Maulana PS,Luuk Maulana,SULU,PANDAMI,2nd District,SUBA-SUBA
Region IX,Sulu,Sibaud,134611,Malanta Elementary School,#NAME?,SULU,PANDAMI,2nd District,MALANTA
Region IX,Sulu,Sibaud,134612,Manubul ES,#NAME?,SULU,PANDAMI,2nd District,NORTH MANUBUL
Region IX,Sulu,Sibaud,134613,Mimul PS,#NAME?,SULU,PANDAMI,2nd District,MALANTA
Region IX,Sulu,Sibaud,134614,Pandami ES,-,SULU,PANDAMI,2nd District,PARIAN DAKULA
Region IX,Sulu,Sibaud,134615,Putalan Halimao ES,Tabuh Lapak,SULU,PANDAMI,2nd District,LAPAK
Region IX,Sulu,Sibaud,134616,Ratag PS,ratag-,SULU,PANDAMI,2nd District,KABBON
Region IX,Sulu,Sibaud,134617,Sibaud ES,#NAME?,SULU,PANDAMI,2nd District,SIBAUD PROPER
Region IX,Sulu,Sibaud,134618,Suba-Suba ES,Suba-Suba Proper.,SULU,PANDAMI,2nd District,SUBA-SUBA
Region IX,Sulu,Sibaud,134619,Tubigsina PS - Pandami ES Annex III,#NAME?,SULU,PANDAMI,2nd District,PARIAN DAKULA
Region IX,Sulu,Sibaud,252516,Bud Sibaud PS,#NAME?,SULU,PANDAMI,2nd District,BUD SIBAUD
Region IX,Sulu,Sibaud,305040,Pandami National High School,"hadja arabia usman bandar, siganggang, pandami, sulu",SULU,PANDAMI,2nd District,HAMBILAN
Region IX,Sulu,Tapul,134652,Alu Kabingaan PS,alu kabingaan,SULU,TAPUL,2nd District,ALU-KABINGAAN
Region IX,Sulu,Tapul,134653,Hawan ES,"hawan,tapul,sulu",SULU,TAPUL,2nd District,HAWAN
Region IX,Sulu,Tapul,134654,Kamaunggi ES,Kamaunanggi,SULU,TAPUL,2nd District,KAMAUNGGI
Region IX,Sulu,Tapul,134655,Kanaway PS,#NAME?,SULU,TAPUL,2nd District,KANAWAY
Region IX,Sulu,Tapul,134656,Kanmangon PS,"Kanmangon,Tapul, Sulu",SULU,TAPUL,2nd District,KANMANGON
Region IX,Sulu,Tapul,134657,Kaumpang ES,tapul sulu,SULU,TAPUL,2nd District,KAUMPANG
Region IX,Sulu,Tapul,134658,Pagatpat ES,#NAME?,SULU,TAPUL,2nd District,PAGATPAT
Region IX,Sulu,Tapul,134659,Pangdan ES,"Pangdan, Tapul, Sulu",SULU,TAPUL,2nd District,PANGDAN
Region IX,Sulu,Tapul,134661,Sampunay PS,#NAME?,SULU,TAPUL,2nd District,PANGDAN
Region IX,Sulu,Tapul,134662,Sumambat ES,"Sumambat,tapul, sulu",SULU,TAPUL,2nd District,SUMAMBAT
Region IX,Sulu,Tapul,134663,Tangkapaan ES,tapul,SULU,TAPUL,2nd District,TANGKAPAAN
Region IX,Sulu,Tapul,134664,Tapul CES,#NAME?,SULU,TAPUL,2nd District,KALANG (POB.)
Region IX,Sulu,Tapul,134665,Tigbas ES,#NAME?,SULU,TAPUL,2nd District,PUOK
Region IX,Sulu,Tapul,134666,Tulakan ES,#NAME?,SULU,TAPUL,2nd District,TULAKAN
Region IX,Sulu,Tapul,217025,Banting PS,Banting,SULU,TAPUL,2nd District,BANTING
Region IX,Sulu,Tapul,305048,Tapul National High School,#NAME?,SULU,TAPUL,2nd District,KALANG (POB.)
Region IX,Sulu,Tongkil,134667,Bakkaan PS,none,SULU,TONGKIL,2nd District,BAKKAAN
